0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
30,0.7951668077,0.3665446094,0.0186819569,0.570552561,0.2159471046,0.1096206317,0.544117311,0.6672804817,0.0696104388,0.0953132622,0.5066486974,0.6889917068,0.1045664321,0.0455242386,0.1066156114,0.8913823888,0.1615752368,0.3739338489,0.5130720478,0.9587703333,0.5608878238,0.006008652,0.8542174408,0.1755398149,0.2969962242,0.9247709615,0.5124464137,0.8759046555,0.4429920465,0.7440971858,0.3804519861,0.2381588547,0.1106417957,0.399133943,0.8087114156,0.3265889003,0.5087545747,0.3528287266,0.9938693824,0.5783650135,0.4481419888,0.5005180798,0.2673567203,0.5527084209,0.5460423185,0.3739723316,0.4440908097,0.7076175557,0.7479061806,0.957162858,0.6663878891,0.3087940044,0.96317151,0.5206053299,0.4843338197,0.2601677342,0.4453762914,0.9967802335,0.1360723902,0.8883683383,0.7408774192,0.5165243763,0.126527193,0.8515192149,0.9156583194,0.9352386086,0.1781081157,0.4244128941,0.2880673353,0.1719774981,0.0027779075,0.7362093241,0.672495578,0.2701346278,0.2889177455,0.2185378969,0.6441069595,0.7330085551,0.9261554526,0.3920131405,0.6901714131,0.5925433417,0.7008071449,0.6533429231,0.1131486716,0.1851409646,0.9135106578,0.558524963,0.181921198,0.0495830481,0.4468933013,0.9227986177,0.5661074244,0.5734204943,0.7743178327,0.4817657438,0.508659103,0.9524259483,0.9061786379,0.7967264382
31,0.9089565454,0.5329357628,0.7968990249,0.1790911732,0.8218535082,0.0154369217,0.8231981327,0.5548620634,0.9415923744,0.2152112732,0.245033477,0.534135716,0.9160184185,0.8983764001,0.6472843876,0.1011593831,0.811887058,0.2058093506,0.2830805816,0.8614701061,0.6527026524,0.2058791993,0.4275775305,0.2261231467,0.980197032,0.9093432743,0.7347822501,0.9326229808,0.8155219122,0.5315086883,0.0570264272,0.7244784576,0.0644444511,0.8539254521,0.9035696308,0.8862979594,0.8693623738,0.726767764,0.4411600232,0.8109547482,0.9419790371,0.6861935002,0.3450904642,0.8579974556,0.5845699003,0.9923748518,0.9591568392,0.3964569587,0.1981842029,0.2422374208,0.2579270648,0.8508868553,0.4481166201,0.6855045957,0.077010002,0.4283136521,0.5948478701,0.8117922521,0.3609366328,0.4103697827,0.3433009409,0.4179630606,0.1348482403,0.4077453921,0.2718885127,0.0384178716,0.2940433519,0.141250887,0.7651856355,0.7352033751,0.9522056351,0.7071646727,0.4213968753,0.2972960998,0.5651621288,0.0059667756,0.2896709517,0.5243189679,0.4024237343,0.4878551546,0.7665563887,0.6603507996,0.3387420098,0.2146730088,0.3458553953,0.4157520123,0.6429866608,0.9407032654,0.2275442644,0.0039232941,0.3510730481,0.5708452053,0.4218863547,0.4859212888,0.9785905979,0.6937748673,0.5243391604,0.2726339498,0.8350257543,0.289524796
32,0.7872313899,0.9966894686,0.4292342002,0.0845274897,0.5618515974,0.4352009757,0.3741984414,0.0861705653,0.8376247105,0.8620535964,0.852726954,0.4979755101,0.2007956062,0.0673999628,0.8438309054,0.6165476185,0.7103866241,0.7845341708,0.8440918834,0.7143099182,0.1356072193,0.4149370887,0.1361962729,0.6215285081,0.3935276866,0.8299711403,0.1458676686,0.6661616364,0.664996895,0.4353924645,0.6739989612,0.4522282849,0.4320819331,0.1032331614,0.5367557746,0.993933531,0.5384341376,0.910954216,0.0801040963,0.3760588481,0.7730078124,0.9328310508,0.8740343582,0.9738034192,0.0002310136,0.7178652636,0.5903510377,0.7106176377,0.5023994343,0.4344429211,0.424927556,0.6380066536,0.8493800103,0.5611238289,0.2595351618,0.2429076969,0.3910949696,0.4054028303,0.9090693337,0.0560918646,0.8407952948,0.5830682949,0.5083201495,0.2728772284,0.6863014568,0.0450759241,0.2668107594,0.2247355944,0.9560301402,0.3469148558,0.6007944425,0.7290379531,0.2797459066,0.4748288007,0.7028413722,0.2799769207,0.1926940642,0.2931924099,0.9905945584,0.6950934986,0.7276353315,0.4155221148,0.3331001527,0.5770153417,0.9766459437,0.5926353144,0.8199230386,0.3677409133,0.9980381452,0.7289923723,0.4238327779,0.8388334401,0.3120606677,0.9321529274,0.1117106685,0.9983621244,0.9772288515,0.378521428,0.2230977188,0.9332589922
33,0.8238921613,0.6622969452,0.0051821908,0.2987209619,0.3651383175,0.2851591115,0.4914150261,0.6583307274,0.2757536704,0.1865085247,0.3859660588,0.6912757852,0.5196086774,0.9629814005,0.6679217289,0.1122439923,0.7829044396,0.0356626427,0.1102821375,0.5118968119,0.4594954206,0.9491155776,0.8239574796,0.3916483484,0.0608262466,0.822319604,0.3688771999,0.4393476746,0.0454173228,0.3021361921,0.1647839588,0.869309484,0.9644331373,0.1699661501,0.1680304459,0.3295714548,0.4551252616,0.6594454721,0.9879021826,0.7308789319,0.8459539972,0.3738682414,0.4221547171,0.3655626746,0.3368496425,0.0900764465,0.4778066669,0.1197540821,0.1257390892,0.5880888044,0.6316508939,0.5852345098,0.5372043825,0.455608374,0.9768828582,0.5980306291,0.277927978,0.3457600586,0.0373783037,0.3233453012,0.6478962507,0.202162263,0.1926547852,0.6123293885,0.3721284131,0.3606852316,0.9419008433,0.8272536746,0.0201307037,0.9298030259,0.558132607,0.8660847009,0.3036712678,0.9802873242,0.231647376,0.6405209103,0.0703637707,0.7094540428,0.7602749923,0.1961028599,0.2975428477,0.3919258863,0.7813373702,0.8347472302,0.8475342602,0.7582202284,0.4327778593,0.1254622387,0.103980287,0.470156163,0.4488075399,0.7518765382,0.672318426,0.6414623251,0.3642059267,0.044446839,0.0021475567,0.3061067699,0.8717005141,0.0222782609
34,0.4298331211,0.8883629618,0.5395810641,0.4101204453,0.1200103378,0.1801019744,0.4804842165,0.8294643811,0.9403769667,0.6765870764,0.1270072288,0.332302853,0.4579244466,0.961754459,0.1798371137,0.2161446754,0.3945323182,0.3052993524,0.3201249624,0.8646884812,0.7541068923,0.0720015005,0.5370069076,0.3955692174,0.4362074272,0.5814537467,0.3977167746,0.7423141976,0.4531542608,0.4199950355,0.9782239939,0.8829873819,0.3083579973,0.517805058,0.2931078277,0.4283683356,0.6979070324,0.7735920441,0.2578327167,0.6382839992,0.4501791205,0.3848399455,0.9705868522,0.9081035675,0.3465944044,0.1504239659,0.1242482429,0.7411267227,0.4557233183,0.4443732053,0.6058152039,0.2098302105,0.5163747063,0.1428221115,0.6053994284,0.9525821335,0.7242758586,0.003116203,0.6948963311,0.1774301194,0.4231112385,0.673120325,0.0604175017,0.7314692358,0.190925383,0.3535253294,0.1598375714,0.8888324155,0.1271173735,0.4176702881,0.5271164146,0.577296494,0.8025102336,0.4977032673,0.4854000616,0.149104638,0.6481272331,0.6096483045,0.8902313607,0.1038505519,0.0540215103,0.496046565,0.3136807624,0.5703962166,0.6388686765,0.9190801908,0.5229783501,0.3631445351,0.9221963938,0.2178746816,0.5405746549,0.3453076323,0.8909950065,0.6009921567,0.0767768687,0.08192039,0.954517486,0.2366144401,0.9707528055,0.0816348596
35,0.4978692206,0.6589313536,0.4567949623,0.9955724878,0.1443314156,0.6058996008,0.643699721,0.7539797202,0.4961309615,0.7475502728,0.8080012305,0.9921775265,0.0612310357,0.3783974471,0.6310462034,0.9803112266,0.9013757976,0.9941907385,0.9025076209,0.1192504792,0.5347653935,0.2478152532,0.0102454857,0.1357575501,0.3245921219,0.0921658757,0.0902750362,0.5612065624,0.0629186817,0.1719098957,0.2154912911,0.5607879022,0.8308412498,0.6722862534,0.55636039,0.9751726654,0.2781858542,0.200060111,0.7291523856,0.7743168161,0.9476103843,0.5371536165,0.7664943426,0.0088414201,0.9155510636,0.397540546,0.9891526466,0.8169268612,0.391731285,0.8916602675,0.9361773403,0.9264966785,0.1394755212,0.9464228265,0.0622542291,0.464067643,0.0385887022,0.1525292653,0.0252742055,0.1015073839,0.3244391615,0.2407654966,0.6622952861,0.1552804112,0.9130517505,0.2186556761,0.1304530767,0.1912376047,0.4187157876,0.8596054623,0.9655544208,0.3663261719,0.3967590788,0.7320487639,0.375167592,0.3123101429,0.1295893099,0.3643202386,0.1292370041,0.5213205949,0.2559805065,0.0654143449,0.4478172739,0.3954560277,0.0118371714,0.510071503,0.8595236707,0.0504258736,0.6626007683,0.8847978767,0.1519332579,0.9870399297,0.1255633733,0.814228544,0.142320341,0.0386151238,0.0328842206,0.2727734176,0.229852729,0.4516000082
36,0.1954071498,0.8179261801,0.5291379592,0.9274559137,0.193093772,0.8414481021,0.0570452241,0.5574140106,0.9706851067,0.5783658191,0.8133945172,0.0360994516,0.026183093,0.2088505449,0.047936623,0.536254596,0.0683742161,0.0983624966,0.1988553647,0.9531720928,0.2502957545,0.1858952944,0.0787354661,0.064524299,0.3282156358,0.1173505904,0.0974085196,0.6009890535,0.3472033194,0.5490085278,0.7333679339,0.5426104693,0.3669347079,0.2625058936,0.4700663835,0.5600284799,0.1039539957,0.5271116076,0.1174424905,0.0746391024,0.1054774267,0.9308370082,0.110738554,0.1316605201,0.139687553,0.158675177,0.6679151161,0.2080617691,0.2570376741,0.8667704808,0.1612338619,0.5073334286,0.0526657756,0.2399693285,0.5718577276,0.3808814115,0.3573199189,0.6692662472,0.981870465,0.7045232384,0.218274775,0.7152383993,0.2471337076,0.5852094828,0.9777442929,0.7172000911,0.1452379627,0.0816982887,0.2443116987,0.2626804537,0.1563373916,0.3497891258,0.1935174619,0.2670759456,0.4814496459,0.3332050149,0.4257511231,0.149364762,0.5412667845,0.6827887972,0.0161352432,0.7025006465,0.1901222258,0.0688010189,0.942469975,0.7619799539,0.4496824304,0.2997898939,0.431246201,0.4315528953,0.0043131323,0.6495209765,0.1467912947,0.2514468404,0.2347304593,0.1245355876,0.9686469315,0.3799684225,0.2062338768,0.2129586306
37,0.3625712683,0.5627477565,0.8361663381,0.629647214,0.0441974024,0.169371353,0.0553983371,0.1935621644,0.7106381375,0.7381871343,0.2096974077,0.4131387845,0.9283093605,0.2784984265,0.3556087594,0.6902893144,0.7281808569,0.6553986538,0.1215355154,0.1597337527,0.6597117861,0.7710564919,0.3065250474,0.9111586264,0.0057869516,0.4310606355,0.8798055584,0.3857553741,0.6372945122,0.092764189,0.0284042503,0.9998657806,0.6555119455,0.8645705883,0.6295129946,0.6997093479,0.0339419413,0.6849113321,0.8932715124,0.7445800793,0.4230984664,0.1029689205,0.1577188638,0.3514078269,0.381467347,0.5133276233,0.0416971412,0.1096482044,0.1687262771,0.1632326571,0.2693819571,0.8284380636,0.934289149,0.5759070045,0.7395966901,0.9400761006,0.00696764,0.6194022484,0.3258314747,0.6442621523,0.7121664374,0.354235725,0.6441279328,0.3676783829,0.2188063134,0.2736409279,0.0673877308,0.2527482552,0.95855226,0.9606592436,0.9973283345,0.3816507263,0.0636281641,0.1550471983,0.7330585537,0.4450955112,0.6683748215,0.7747556949,0.5547437156,0.8371010991,0.937988352,0.8241256727,0.6655391627,0.8722775015,0.4000326777,0.4051358528,0.8123536021,0.4070003177,0.0245381016,0.1381850773,0.0512624704,0.736704539,0.4924208024,0.6953904033,0.1043829224,0.7112271162,0.9690313311,0.1717706532,0.9639753713,0.9275835911
38,0.9613037058,0.3092343179,0.196058061,0.1163509041,0.0422928715,0.6411535726,0.7847257257,0.8170485664,0.1958972882,0.6218268247,0.7550369189,0.0200229613,0.2873659874,0.6273144204,0.420055639,0.6925018406,0.4396680226,0.8270559567,0.7170399423,0.5778530999,0.8783184271,0.4537444813,0.0702739027,0.5737088309,0.5581274037,0.7815010189,0.542740162,0.7298980574,0.7454763902,0.4703237535,0.8623279543,0.7067800961,0.7795580714,0.0583860157,0.8231310002,0.8218509429,0.6995395883,0.6078567258,0.6388995093,0.8954368765,0.229683551,0.3939364282,0.9154598378,0.5170495384,0.0212508487,0.3355154768,0.2095513791,0.4609188717,0.1625714339,0.9265913214,0.0387719716,0.0408898611,0.3803358031,0.1090458743,0.6145986919,0.9384632069,0.8905468932,0.1573388544,0.6683612643,0.6360232835,0.6276626079,0.530689219,0.3428033795,0.4072206793,0.5890752347,0.1659343797,0.2290716222,0.288614823,0.773791106,0.8679711316,0.1840516995,0.003474657,0.2619075603,0.0995115377,0.5205241954,0.2831584089,0.4350270145,0.7300755749,0.7440772806,0.5975984484,0.6566668963,0.7828492527,0.6384883099,0.0370026994,0.891895127,0.2530870019,0.9754659068,0.7824420207,0.4104258562,0.6438271711,0.4184653042,0.0380884642,0.1745163901,0.7612686842,0.4453091435,0.7635916248,0.9272030639,0.6743807658,0.0522064478,0.7009941698
39,0.2362581478,0.7044688268,0.8042594581,0.3357696855,0.2249930226,0.087417867,0.7707966999,0.9550685976,0.8314951481,0.3683951488,0.6117354939,0.6143444008,0.0068834587,0.6487381938,0.5062395278,0.2599704606,0.6242041006,0.2886815486,0.6703963173,0.2680312716,0.7071468532,0.7084847814,0.4425476622,0.4684155374,0.1537939254,0.206139287,0.3956186012,0.8281746912,0.2583457353,0.0966127715,0.370526589,0.494603883,0.8010815983,0.1747860471,0.8303735685,0.0260746209,0.2622039146,0.6011702684,0.9811432185,0.0936990627,0.9695654172,0.5928787128,0.7080434635,0.9764488759,0.2416169066,0.2142829914,0.2364193369,0.8658210072,0.5029645404,0.9068156541,0.1338522788,0.2101113936,0.6153004356,0.576399941,0.678526931,0.769094361,0.7825392284,0.0741455322,0.5972690526,0.0408849637,0.1707583037,0.9677956416,0.5354888467,0.9718399025,0.1425816892,0.3658624152,0.9979145234,0.4047856038,0.9670326835,0.9790577423,0.4984846665,0.9365981012,0.5719364551,0.20652813,0.913046977,0.8135533617,0.4208111214,0.1494663139,0.6793743689,0.9237756617,0.056281968,0.8132266477,0.1338870553,0.6715824041,0.3896265891,0.8124139863,0.4406767651,0.1721658176,0.886559519,0.0379458177,0.2130507813,0.0573178227,0.0057414598,0.748539628,0.0291577252,0.148323149,0.1144020432,0.027072249,0.5531087527,0.0814347267
40,0.0515934192,0.0180328279,0.5780664464,0.2581215492,0.9310798054,0.391619808,0.6789326705,0.0805461193,0.0709941769,0.6027083327,0.1368280877,0.8842208246,0.736595388,0.8084104918,0.2738474137,0.5490093748,0.2490872568,0.4460132313,0.4355688938,0.287033075,0.6590640126,0.4928867165,0.2927745348,0.4076036406,0.5220444421,0.4410976837,0.5220056837,0.5491166911,0.9942064364,0.6034404109,0.5552466824,0.0457998556,0.6214732388,0.1333131287,0.3039214048,0.5525530442,0.5249329368,0.9828540753,0.6330991639,0.5959271137,0.585562408,0.7699272516,0.4801479382,0.3221577965,0.5783377434,0.7539953524,0.8711671713,0.8274250003,0.2000085837,0.3067360651,0.1144580753,0.8590725968,0.7996227816,0.40723261,0.2666762373,0.3216672237,0.8483302938,0.7886819215,0.8707839148,0.8425367302,0.3921223325,0.4260305972,0.8883365858,0.0135955713,0.5593437259,0.1922579906,0.5661486159,0.0842766627,0.1751120663,0.1992477798,0.6802037763,0.7606744743,0.9691750314,0.1603517151,0.0828322708,0.5475127748,0.9143470675,0.953999442,0.3749377751,0.1143556512,0.2607355071,0.4893958508,0.973428248,0.0603582892,0.8966284608,0.2401044858,0.3820255129,0.7449587551,0.0287864073,0.2528094281,0.5874954853,0.4209087398,0.6788400253,0.4758320716,0.4345043111,0.2381837517,0.6680900622,0.000652927,0.3224604144,0.8432021285
41,0.0026641912,0.6038766033,0.1690757382,0.1630159062,0.6867088741,0.716588513,0.0773629737,0.6407083166,0.0915262885,0.1917186249,0.9014438237,0.5809221393,0.1651468733,0.9618021129,0.4775506002,0.4052513591,0.3438276262,0.2225093553,0.4340377664,0.5966370543,0.8100048411,0.8549465062,0.2754770797,0.2858369127,0.2894508173,0.5136608314,0.9539269749,0.2901037447,0.8361212462,0.7971291039,0.4900044515,0.8387854374,0.4010057072,0.6590801901,0.0018013436,0.0877145813,0.3756687031,0.0791643173,0.7284228979,0.4671949917,0.2708829422,0.629866722,0.048117131,0.4360298156,0.5916688349,0.5256677317,0.8412811747,0.9354964611,0.7481770869,0.2753189411,0.5321335155,0.558181928,0.1302654473,0.8076105956,0.8440188407,0.4197162651,0.321271427,0.7979458161,0.7098200098,0.1573926732,0.59507492,0.1998244612,0.9961781106,0.9960806272,0.8589046514,0.9979794542,0.0837952085,0.2345733549,0.0771437716,0.8122181068,0.7017683466,0.3480267143,0.4420848289,0.7498854781,0.7840565299,0.0337536638,0.2755532097,0.625337705,0.9692501253,0.0237302966,0.9006566461,0.5013836408,0.5819122251,0.0309220939,0.3089942364,0.4259310658,0.4506383589,0.6302656638,0.2238768819,0.1604583687,0.787658337,0.8189518019,0.36028283,0.7838364481,0.8150324291,0.2191874818,0.7818159023,0.898827638,0.4537608367,0.8589596744
42,0.1555291833,0.2069863887,0.1531305737,0.9054146614,0.9910429185,0.1868842375,0.1809678711,0.6163806235,0.1561343628,0.2046981682,0.5170372701,0.6575180041,0.7866103933,0.547959364,0.9665122405,0.2125414591,0.998597723,0.5967779043,0.4364183415,0.1590560917,0.3844362418,0.2553701433,0.5193389216,0.1682726899,0.0704025729,0.7385264034,0.9500885922,0.9692302109,0.1922872402,0.8090482666,0.6802759557,0.347816424,0.0160346553,0.8334065294,0.2532310854,0.0070775743,0.0202907668,0.4341989569,0.6234581978,0.1764251301,0.6388971251,0.1404954679,0.8339431342,0.4255075185,0.688454832,0.8004553746,0.6380489776,0.6870525549,0.3972332794,0.0744673191,0.8461086466,0.7816695212,0.3298374629,0.3654475687,0.9499422112,0.4002400357,0.1039739721,0.9000308034,0.3694702466,0.2962612128,0.7090790705,0.0497462023,0.6440776368,0.7251137258,0.8831527317,0.8973087221,0.7321913,0.9034434985,0.3315076791,0.3556494983,0.0798686286,0.9704048042,0.4961449662,0.9138117628,0.3959123227,0.1845997986,0.7142671379,0.0339613007,0.8716523536,0.1115004173,0.1084286198,0.7177610006,0.8931699386,0.4382660827,0.0832085693,0.8431121497,0.8385061184,0.1871825415,0.7431429531,0.207976365,0.4834437543,0.4522220236,0.2577225673,0.127521391,0.1773357498,0.140875299,0.0248301136,0.9095270499,0.044318798,0.3563377927
43,0.1241874266,0.3267425974,0.7613215148,0.0379991899,0.7226549201,0.9459213135,0.7522663279,0.7566162208,0.817573667,0.8637667452,0.8650448411,0.5353346677,0.7569366838,0.3033109237,0.618543237,0.6000488335,0.1418170426,0.8057257789,0.3431917867,0.3497934076,0.2891695332,0.7954138108,0.6075159754,0.4166909247,0.9727495606,0.7483912744,0.4415210383,0.8822766105,0.7927100724,0.797858831,0.1474531591,0.9168974995,0.1246014284,0.9087746739,0.9548966894,0.8472563489,0.8546959874,0.7071630172,0.6038725697,0.6722696545,0.5709297624,0.4689174108,0.2076043226,0.3278664462,0.772228335,0.8261475596,0.9279152798,0.9140453776,0.6318733385,0.2711070664,0.2638387852,0.9210428721,0.0665208772,0.8713547606,0.3377337968,0.0392704378,0.6197460354,0.7792548351,0.9215470487,0.4124561078,0.5771136661,0.0690002078,0.3293536073,0.701715095,0.9777748818,0.2842502967,0.5489714439,0.8324708692,0.9914133139,0.1528440136,0.5047405236,0.5623430763,0.6217614249,0.7123448462,0.8902095226,0.39398976,0.5384924063,0.8181248023,0.3080351376,0.1703657447,0.0892318692,0.5718739228,0.0914086169,0.1557527464,0.4432286839,0.4291424137,0.1950231846,0.0629747193,0.2083972488,0.1165702334,0.4754308271,0.7855109153,0.1855704412,0.8047844348,0.4872260103,0.1633453229,0.0890347315,0.0361974542,0.9958161921,0.0804480459
44,0.5005567158,0.6427911222,0.8108028928,0.2129015625,0.5330006452,0.2047926527,0.7513939687,0.3511254475,0.5128277903,0.9217597134,0.4403573168,0.0847017136,0.0131683308,0.5961100636,0.5279303975,0.4423107444,0.7911332482,0.5909051169,0.6507079937,0.9077034816,0.066335944,0.436218909,0.0932739228,0.8711203788,0.9234449193,0.2566192457,0.9601551108,0.9596423735,0.2524354379,0.0406031567,0.1486838413,0.7529921536,0.6833942789,0.9594867346,0.9658937161,0.2163949241,0.1642793873,0.7172876848,0.5675203721,0.6771071781,0.6390473987,0.0078776889,0.7618088918,0.6522157295,0.6039877525,0.2897392893,0.0945264739,0.3951210007,0.8806444062,0.7452344676,0.3028244823,0.9469803502,0.1814533765,0.3960984051,0.8181007295,0.1048982958,0.6527176509,0.7782558403,0.0645406693,0.9051530887,0.818858997,0.2132245111,0.6581452428,0.5022532758,0.1727112457,0.6240389589,0.7186482004,0.336990633,0.3413266442,0.2861685725,0.0140978112,0.9803740429,0.2940462613,0.775906703,0.6325897723,0.8980340143,0.0656459923,0.7271162462,0.293155015,0.9462903985,0.4723507143,0.5959794978,0.8932707491,0.6538040908,0.9920779029,0.7113714786,0.7587023871,0.6447955542,0.4896273189,0.8232430564,0.549948643,0.3084863159,0.0364675676,0.2080938858,0.8107395917,0.2091788133,0.8321328452,0.5293877921,0.5461694468,0.1734594894
45,0.560267258,0.1538335322,0.1096026264,0.3361739614,0.7864233046,0.0076366407,0.4018199537,0.5135395508,0.3007916557,0.3481103526,0.9858902651,0.8967711534,0.2413811018,0.6396943564,0.8888490568,0.9527525804,0.3983967435,0.533644611,0.4423798993,0.2216397999,0.083593254,0.7508662152,0.2581073679,0.2916871402,0.5616058069,0.4672861812,0.1238199854,0.0909935995,0.013455628,0.2972794748,0.9065499641,0.5737228864,0.451113007,0.0161525905,0.9098968478,0.2375363116,0.0237892312,0.3117168015,0.7510758624,0.3245808873,0.6598271541,0.736966128,0.2213520408,0.9012082559,0.3766604844,0.1102010976,0.8539608363,0.7750572278,0.6438457086,0.2963407356,0.9966970277,0.727438963,0.0472069508,0.2548043956,0.0191261033,0.6088127582,0.7220905772,0.1429460887,0.6998063577,0.7355462052,0.4402255635,0.6063563218,0.3092690916,0.8913385705,0.6225089128,0.2191659394,0.1288748821,0.646298144,0.5308827413,0.8799507446,0.9708790313,0.1907098955,0.6169168726,0.1922310726,0.0919181518,0.9935773569,0.3024321701,0.9458789881,0.7686345847,0.9462778792,0.2422197242,0.7653316129,0.6737168422,0.2894266751,0.0201360085,0.6928429455,0.8982394333,0.7422265857,0.8357890341,0.598045791,0.4777727914,0.2760145976,0.2044021133,0.787041883,0.1673531681,0.8269110261,0.0062078228,0.2962280503,0.4732091702,0.5370905641
46,0.444088202,0.7278004596,0.7930956678,0.6363192745,0.8197186114,0.7866730248,0.9387514447,0.7655976,0.55530761,0.8850293239,0.0078173243,0.3206392229,0.5587461661,0.2972439993,0.3407752314,0.2515891115,0.1954834331,0.0830018176,0.0873781457,0.7935292241,0.560774609,0.3633927433,0.9979313374,0.347816492,0.5307459114,0.8248423636,0.3540243148,0.8269739617,0.2980515342,0.8911148789,0.003152757,0.7421397362,0.618915339,0.7962484248,0.3784590107,0.4386339504,0.5829214496,0.3172104554,0.2042315505,0.1382290595,0.2022397798,0.2120488747,0.4588682824,0.7609859458,0.5092928745,0.7996435142,0.0125750578,0.7047763076,0.8826453318,0.0999532035,0.4983055317,0.4434199408,0.4633459472,0.4962368696,0.7912364327,0.9940918586,0.3210792332,0.145260748,0.8210658208,0.6191307674,0.0363756269,0.8242185777,0.3612705036,0.6552909659,0.6204670025,0.7397295143,0.0939249168,0.2033884521,0.0569399702,0.2981564673,0.3416175121,0.25917975,0.5102053424,0.8004857944,0.0201656958,0.0194982169,0.6001293086,0.0327407536,0.7242745245,0.4827746404,0.1326939575,0.2225800562,0.9261945812,0.5960399047,0.7188169258,0.7174310144,0.5901317634,0.0398961594,0.8626917624,0.4111975841,0.6590269268,0.8990673893,0.2354161618,0.0202974309,0.5543583557,0.8558831643,0.7600269453,0.6482832725,0.0592716169,0.8169669155
47,0.4008891289,0.0761466655,0.4566450822,0.2013749233,0.0963123618,0.4761432991,0.8015042325,0.1290531154,0.2004178236,0.2842788729,0.2617470729,0.4229978803,0.2104734546,0.8577869777,0.141814806,0.927904469,0.4479187415,0.1817109655,0.7905962314,0.8591163256,0.8407378928,0.6896636207,0.0945324879,0.8610353237,0.2440219764,0.9504156522,0.621062269,0.8923052489,0.0096872691,0.4380291849,0.8387449891,0.410576398,0.5141758504,0.2953900713,0.6119513218,0.6104882122,0.7715333709,0.4134555543,0.739541328,0.9719511946,0.6977344272,0.001288401,0.3949490748,0.9082078817,0.8590753791,0.5367638813,0.8361123507,0.3069941206,0.7184748468,0.626708582,0.1661104462,0.5592127396,0.3163722032,0.2606429341,0.4202480633,0.5603941795,0.2110585868,0.0413103327,0.4526994289,0.2207458559,0.4793395177,0.291444418,0.6313222544,0.9935153681,0.5868344894,0.2432735763,0.6040035808,0.3583678603,0.6567291305,0.3435449088,0.3303190554,0.3544635577,0.3448333098,0.7252681302,0.2626714399,0.2039086889,0.2620320115,0.0987837906,0.5109028094,0.9805068588,0.7254923731,0.6770132561,0.5397195984,0.0418645763,0.9376561902,0.9599676621,0.6022587558,0.1487147771,0.0012779948,0.0549581847,0.3694606335,0.4806175125,0.3464026027,0.0007828879,0.4741328806,0.9332370926,0.2440564642,0.0781364613,0.2916049529,0.9007855947
48,0.6219240082,0.2552491524,0.7665146803,0.3471921389,0.5179205923,0.9704233692,0.6092241504,0.6167043834,0.4813261791,0.5897310092,0.3421967565,0.1583394352,0.129450608,0.3840613328,0.0959956255,0.0894182702,0.9863200886,0.244710403,0.090696265,0.0412782738,0.6141710365,0.5713137775,0.3876808765,0.6149539244,0.045446658,0.3209179691,0.8590103886,0.1235831198,0.6125229225,0.7597959833,0.5452644899,0.2344469307,0.0150451357,0.3117791703,0.5816390696,0.5329657285,0.28220254,0.1908632205,0.1496701119,0.7635287191,0.7805942297,0.4918668685,0.9218681543,0.9100448377,0.8759282012,0.0178637798,0.9994631079,0.8622482899,0.2625741828,0.0901593729,0.9035265637,0.8767452193,0.6614731504,0.2912074407,0.4916991438,0.7069198089,0.6121254098,0.3507095324,0.8305029287,0.2246483322,0.1105055157,0.3757674186,0.4590952634,0.1255506519,0.6875465894,0.040734333,0.6585163805,0.9697491294,0.2315975535,0.8081864924,0.7332778485,0.0121917836,0.3000533609,0.6551460028,0.9222366214,0.1759815621,0.6730097826,0.9216997297,0.038229852,0.9355839659,0.0118591026,0.9417564161,0.8123291852,0.6733322535,0.2329638568,0.3040283294,0.3802520623,0.8450892665,0.6547378618,0.210754991,0.0697375992,0.765243378,0.5865224097,0.5288328626,0.8907940299,0.2740689991,0.5695671956,0.5493104104,0.2438181285,0.8011647495
